"teamid","state","city","number"
3102,"UT","Salt Lake City","2"
3102,"CA","San Diego","7"
3102,"CA","San Jose","6"
3102,"CA","Santa Clara","1"
3102,"WA","Spokane","1"
3102,"CA","Stockton","1"
3102,"NY","Stony Brook","1"
3102,"AZ","Tempe","1"
3102,"AL","Tuscaloosa","1"
3102,"CO","USAF Academy","114"
3102,"NY","West Point","3"
3102,"KS","Wichita","1"
3102,"MI","Ypsilanti","1"
3103,"OH","Akron","61"
3103,"OH","Athens","9"
3103,"GA","Atlanta","1"
3103,"PA","Bethlehem","1"
3103,"FL","Boca Raton","1"
3103,"OH","Bowling Green","7"
3103,"NY","Buffalo","4"
3103,"OH","Cincinnati","1"
3103,"OH","Cleveland","7"
3103,"TX","Dallas","1"
3103,"OH","Dayton","3"
3103,"IL","DeKalb","2"
3103,"FL","Fort Myers","2"
3103,"IN","Fort Wayne","1"
3103,"IN","Indianapolis","1"
3103,"MI","Kalamazoo","6"
3103,"OH","Kent","6"
3103,"PA","Lewisburg","1"
3103,"PA","Loretto","1"
3103,"IL","Moline","1"
3103,"PA","Moon Township","2"
3103,"MI","Mt. Pleasant","5"
3103,"IN","Muncie","4"
3103,"NY","Niagara Falls","1"
3103,"IN","Notre Dame","1"
3103,"OH","Oxford","6"
3103,"PA","Philadelphia","1"
3103,"PA","Pittsburgh","2"
3103,"CA","San Diego","2"
3103,"CA","San Luis Obispo","2"
3103,"NY","St. Bonaventure","1"
3103,"OH","Toledo","5"
3103,"PA","University Park","1"
3103,"IN","West Lafayette","1"
3103,"OH","Youngstown","3"
3103,"MI","Ypsilanti","2"
3104,"GA","Athens","6"
3104,"GA","Atlanta","1"
3104,"AL","Auburn","8"
3104,"LA","Baton Rouge","7"
3104,"VA","Charlottesville","1"
3104,"TN","Chattanooga","1"
3104,"TX","College Station","5"
3104,"SC","Columbia","6"
3104,"AR","Conway","3"
3104,"TX","Corpus Christi","1"
3104,"TX","Denton","1"
3104,"GA","Duluth","3"
3104,"NC","Durham","1"
3104,"AR","Fayetteville","4"
3104,"FL","Fort Lauderdale","2"
3104,"TX","Fort Worth","1"
3104,"BA","Freeport","1"
3104,"FL","Gainesville","6"
3104,"SC","Greenville","3"
3104,"FL","Jacksonville","1"
3104,"TN","Knoxville","5"
3104,"NV","Las Vegas","1"
3104,"KS","Lawrence","1"
3104,"KY","Lexington","5"
3104,"NE","Lincoln","1"
3104,"WI","Madison","1"
3104,"TN","Martin","1"
3104,"AL","Montgomery","1"
3104,"CA","Moraga","1"
3104,"TN","Nashville","8"
3104,"AR","North Little Rock","1"
3104,"FL","Orlando","1"
3104,"MS","Oxford","2"
3104,"NC","Raleigh","1"
3104,"UT","Salt Lake City","1"
3104,"CA","San Luis Obispo","1"
3104,"VI","St. Thomas","1"
3104,"MS","Starkville","4"
3104,"FL","Tallahassee","1"
3104,"AZ","Tempe","2"
3104,"AL","Tuscaloosa","69"
3104,"CT","Uncasville","1"
3104,"DC","Washington","1"
3105,"GA","Atlanta","2"
3105,"AL","Auburn","3"
3105,"LA","Baton Rouge","10"
3105,"AL","Birmingham","6"
3105,"LA","Bossier City","1"
3105,"KY","Bowling Green","2"
3105,"MO","Cape Girardeau","2"
3105,"IL","Champaign","2"
3105,"NC","Chapel Hill","1"
3105,"OH","Cincinnati","1"
3105,"TN","Clarksville","1"
3105,"SC","Columbia","1"
3105,"OH","Columbus","1"
3105,"TN","Cookeville","1"
3105,"CO","Denver","1"
3105,"IN","Evansville","1"
3105,"TX","Garland","3"
3105,"LA","Grambling","9"
3105,"MS","Greenwood","1"
3105,"TX","Houston","12"
3105,"WV","Huntington","1"
3105,"AL","Huntsville","14"
3105,"MS","Itta Bena","2"
3105,"MS","Jackson","9"
3105,"AL","Jacksonville","2"
3105,"TN","Johnson City","1"
3105,"GA","Kennesaw","1"
3105,"NV","Las Vegas","3"
3105,"KS","Lawrence","2"
3105,"KY","Lexington","1"
3105,"NE","Lincoln","1"
3105,"MS","Lorman","8"
3105,"TN","Memphis","2"
3105,"FL","Miami","1"
3105,"AL","Montgomery","5"
3105,"KY","Morehead","1"
3105,"KY","Murray","3"
3105,"TN","Nashville","3"
3105,"AL","Normal","54"
3105,"SC","Orangeburg","1"
3105,"MS","Oxford","2"
3105,"AR","Pine Bluff","5"
3105,"TX","Prairie View","11"
3105,"KY","Richmond","1"
3105,"CA","Riverside","1"
3105,"LA","Ruston","1"
3105,"FL","Tallahassee","1"
3105,"AZ","Tucson","1"
3105,"AL","Tuscaloosa","6"
3106,"IA","Ames","2"
3106,"GA","Athens","1"
3106,"GA","Atlanta","5"
3106,"AL","Auburn","2"
3106,"TX","Austin","1"
3106,"LA","Baton Rouge","11"
3106,"AL","Birmingham","9"
3106,"LA","Bossier City","1"
3106,"KY","Bowling Green","1"
3106,"IL","Carbondale","1"
3106,"NC","Chapel Hill","1"
3106,"IL","Chicago","1"
3106,"OH","Cincinnati","1"
3106,"SC","Clemson","1"
3106,"SC","Columbia","2"
3106,"OH","Columbus","1"
3106,"FL","Coral Gables","1"
3106,"GA","Duluth","1"
3106,"AL","Florence","1"
3106,"FL","Gainesville","1"
3106,"TX","Garland","3"
3106,"LA","Grambling","8"
3106,"MS","Greenwood","2"
3106,"NY","Hamilton","1"
3106,"MS","Hattiesburg","4"
3106,"TX","Houston","10"
3106,"MS","Itta Bena","3"
3106,"MS","Jackson","10"
3106,"GA","Kennesaw","1"
3106,"TN","Knoxville","1"
3106,"KY","Lexington","1"
3106,"MS","Lorman","6"
3106,"GA","Macon","1"
3106,"WI","Madison","1"
3106,"AL","Mobile","2"
3106,"AL","Montgomery","61"
3106,"AL","Normal","4"
3106,"MS","Oxford","1"
3106,"AR","Pine Bluff","3"
3106,"TX","Prairie View","7"
3106,"GA","Savannah","5"
3106,"MS","Starkville","1"
3106,"NY","Syracuse","1"
3106,"FL","Tallahassee","2"
3106,"FL","Tampa","1"
3106,"AL","Troy","4"
3106,"AL","Tuscaloosa","1"
3107,"NY","Albany","40"
3107,"MD","Baltimore","5"
3107,"ME","Bangor","6"
3107,"LA","Baton Rouge","1"
3107,"MA","Boston","1"
3107,"KY","Bowling Green","1"
3107,"NY","Bronx","2"
3107,"NY","Brooklyn","1"
3107,"NY","Buffalo","2"
3107,"VT","Burlington","4"
3107,"NC","Chapel Hill","1"
3107,"MD","College Park","1"
3107,"TX","College Station","1"
3107,"NC","Durham","3"
3107,"NH","Durham","4"
3107,"MI","East Lansing","1"
3107,"PA","Easton","1"
3107,"CT","Fairfield","2"
3107,"CT","Hamden","1"
3107,"NH","Hanover","1"
3107,"NY","Hempstead","2"
3107,"IA","Iowa City","1"
3107,"NY","Ithaca","1"
3107,"TN","Knoxville","1"
3107,"KY","Lexington","2"
3107,"NE","Lincoln","1"
3107,"CA","Long Beach","1"
3107,"CA","Los Angeles","1"
3107,"NY","Loudonville","1"
3107,"MA","Lowell","1"
3107,"FL","Miami","2"
3107,"CT","New Haven","1"
3107,"DE","Newark","1"
3107,"NJ","Piscataway","1"
3107,"ME","Portland","1"
3107,"NY","Poughkeepsie","2"
3107,"RI","Providence","1"
3107,"NY","Queens","1"
3107,"RI","Smithfield","1"
3107,"NY","St. Bonaventure","1"
3107,"NY","Stony Brook","4"
3107,"CT","Storrs","1"
3107,"NY","Syracuse","3"
3107,"FL","Tampa","1"
3107,"OH","Toledo","1"
3107,"NY","Vestal","3"
3107,"CT","West Hartford","5"
3107,"IN","West Lafayette","1"
3107,"NJ","West Long Branch","1"
3107,"NY","West Point","1"
3108,"IA","Ames","1"
3108,"MI","Ann Arbor","2"
3108,"GA","Atlanta","1"
3108,"TX","Austin","1"
3108,"LA","Baton Rouge","9"
3108,"TX","Beaumont","1"
3108,"AL","Birmingham","3"
3108,"VA","Blacksburg","2"
3108,"LA","Bossier City","1"
3108,"CO","Boulder","1"
3108,"IL","Champaign","1"
3108,"AR","Conway","4"
3108,"TN","Cookeville","1"
3108,"FL","Coral Gables","2"
3108,"TX","Dallas","2"
3108,"FL","Daytona Beach","2"
3108,"TX","Denton","1"
3108,"MI","East Lansing","1"
3108,"TX","El Paso","5"
3108,"IL","Evanston","1"
3108,"TX","Fort Worth","2"
3108,"TX","Garland","3"
3108,"LA","Grambling","8"
3108,"MS","Greenville","1"
3108,"NC","Greenville","1"
3108,"VA","Harrisonburg","1"
3108,"MS","Hattiesburg","6"
3108,"HI","Honolulu","3"
3108,"AR","Hot Springs","1"
3108,"TX","Houston","15"
3108,"AL","Huntsville","2"
3108,"MS","Itta Bena","3"
3108,"MS","Jackson","9"
3108,"AL","Jacksonville","1"
3108,"AR","Jonesboro","1"
3108,"TN","Knoxville","1"
3108,"LA","Lafayette","3"
3108,"NM","Las Cruces","3"
3108,"KY","Lexington","1"
3108,"NE","Lincoln","1"
3108,"MS","Lorman","58"
3108,"TX","Lubbock","1"
3108,"TN","Memphis","1"
3108,"FL","Miami","2"
3108,"WI","Milwaukee","1"
3108,"MN","Minneapolis","2"
3108,"LA","Monroe","2"
3108,"AL","Montgomery","9"
3108,"TX","Nacogdoches","1"
3108,"LA","Natchitoches","2"
3108,"AL","Normal","6"
3108,"NE","Omaha","1"
3108,"AZ","Phoenix","1"
3108,"AR","Pine Bluff","6"
3108,"TX","Prairie View","7"
3108,"LA","Ruston","1"
3108,"TX","San Marcos","1"
3108,"MS","Starkville","2"
3108,"OK","Stillwater","1"
3108,"FL","Tallahassee","1"
3108,"AZ","Tucson","1"
3108,"AL","Tuscaloosa","2"
3108,"PA","University Park","1"
3108,"KS","Wichita","2"
3110,"MA","Amherst","1"
3110,"MI","Ann Arbor","1"
3110,"MD","Annapolis","7"
3110,"OH","Athens","1"
3110,"MD","Baltimore","4"
3110,"PA","Bethlehem","2"
3110,"MA","Boston","4"
3110,"NY","Bronx","1"
3110,"VT","Burlington","1"
3110,"VA","Charlottesville","1"
3110,"MD","College Park","3"
3110,"FL","Daytona Beach","2"
3110,"FL","DeLand","1"
3110,"CO","Denver","1"
3110,"PA","Easton","3"
3110,"VA","Fairfax","2"
3110,"CT","Hamden","1"
3110,"NY","Hamilton","1"
3110,"VA","Harrisonburg","2"
3110,"NY","Hempstead","1"
3110,"NC","High Point","2"
3110,"HI","Honolulu","2"
3110,"IA","Iowa City","1"
3110,"MI","Kalamazoo","1"
3110,"PA","Lewisburg","8"
3110,"CA","Los Angeles","1"
3110,"TX","Lubbock","2"
3110,"NY","New York","1"
3110,"DE","Newark","1"
3110,"PA","Philadelphia","4"
3110,"PA","Pittsburgh","1"
3110,"NJ","Princeton","2"
3110,"MI","Rochester","1"
3110,"NY","Staten Island","1"
3110,"MD","Towson","1"
3110,"PA","University Park","2"
3110,"DC","Washington","45"
3110,"NY","West Point","7"
3110,"VA","Williamsburg","1"
3110,"NC","Winston-Salem","1"
3110,"MA","Worcester","4"
3111,"MI","Ann Arbor","1"
3111,"TX","Arlington","6"
3111,"NC","Asheville","4"
3111,"GA","Athens","1"
3111,"GA","Atlanta","4"
3111,"AL","Birmingham","3"
3111,"VA","Blacksburg","1"
3111,"FL","Boca Raton","2"
3111,"NC","Boiling Springs","2"
3111,"NC","Boone","54"
3111,"OH","Bowling Green","1"
3111,"NC","Chapel Hill","3"
3111,"SC","Charleston","1"
3111,"NC","Charlotte","1"
3111,"VA","Charlottesville","1"
3111,"TN","Chattanooga","5"
3111,"IL","Chicago","1"
3111,"SC","Clemson","1"
3111,"MD","College Park","1"
3111,"SC","Columbia","2"
3111,"OH","Columbus","1"
3111,"SC","Conway","3"
3111,"NC","Davidson","2"
3111,"FL","DeLand","1"
3111,"NC","Elon","3"
3111,"NC","Greensboro","3"
3111,"SC","Greenville","3"
3111,"TN","Johnson City","1"
3111,"AR","Jonesboro","4"
3111,"TN","Knoxville","1"
3111,"LA","Lafayette","5"
3111,"KY","Lexington","1"
3111,"AR","Little Rock","5"
3111,"MT","Missoula","2"
3111,"AL","Mobile","4"
3111,"WV","Morgantown","1"
3111,"TN","Nashville","1"
3111,"LA","New Orleans","5"
3111,"PA","Pittsburgh","1"
3111,"VA","Radford","1"
3111,"VA","Richmond","3"
3111,"TX","San Marcos","3"
3111,"GA","Statesboro","5"
3111,"AL","Troy","5"
3111,"AL","Tuscaloosa","1"
3111,"NC","Winston-Salem","1"
3112,"GA","Atlanta","1"
3112,"CA","Berkeley","9"
3112,"AL","Birmingham","1"
3112,"CO","Boulder","7"
3112,"MX","Cancun","1"
3112,"OR","Corvallis","5"
3112,"OR","Eugene","8"
3112,"AZ","Flagstaff","1"
3112,"HI","Laie","1"
3112,"NV","Las Vegas","2"
3112,"KS","Lawrence","1"
3112,"CA","Long Beach","1"
3112,"CA","Los Angeles","20"
3112,"TX","Lubbock","1"
3112,"BA","Lucaya","1"
3112,"FL","Miami","1"
3112,"TX","Nacogdoches","1"
3112,"NY","New Rochelle","2"
3112,"CA","Northridge","2"
3112,"UT","Provo","1"
3112,"WA","Pullman","4"
3112,"NV","Reno","1"
3112,"CA","Riverside","1"
3112,"UT","Salt Lake City","5"
3112,"CA","San Diego","2"
3112,"WA","Seattle","12"
3112,"CA","Stanford","9"
3112,"CA","Stockton","1"
3112,"AZ","Tempe","10"
3112,"PR","Trujillo Alto","2"
3112,"AZ","Tucson","73"
3113,"TX","Austin","1"
3113,"CA","Berkeley","4"
3113,"CO","Boulder","1"
3113,"MX","Cancun","2"
3113,"IL","Chicago","1"
3113,"OH","Cincinnati","1"
3113,"SC","Columbia","1"
3113,"OR","Corvallis","6"
3113,"TX","El Paso","1"
3113,"FL","Estero","1"
3113,"OR","Eugene","5"
3113,"FL","Fort Myers","1"
3113,"BA","Freeport","1"
3113,"NC","Greensboro","1"
3113,"PR","Guaynabo","1"
3113,"HI","Honolulu","1"
3113,"TN","Knoxville","1"
3113,"NV","Las Vegas","7"
3113,"CA","Los Angeles","15"
3113,"WI","Milwaukee","1"
3113,"MN","Minneapolis","1"
3113,"OR","Portland","1"
3113,"WA","Pullman","2"
3113,"UT","Salt Lake City","4"
3113,"CA","San Diego","1"
3113,"WA","Seattle","9"
3113,"CA","Stanford","7"
3113,"FL","Tallahassee","1"
3113,"AZ","Tempe","39"
3113,"OH","Toledo","1"
3113,"AZ","Tucson","5"
3114,"TX","Arlington","1"
3114,"GA","Atlanta","2"
3114,"TX","Austin","1"
3114,"LA","Baton Rouge","2"
3114,"FL","Boca Raton","1"
3114,"KY","Bowling Green","3"
3114,"NY","Bronx","1"
3114,"SD","Brookings","2"
3114,"TX","College Station","4"
3114,"OR","Corvallis","1"
3114,"TX","Denton","1"
3114,"AR","Fayetteville","1"
3114,"WI","Green Bay","1"
3114,"MS","Hattiesburg","2"
3114,"AR","Hot Springs","2"
3114,"TX","Houston","2"
3114,"AR","Jonesboro","6"
3114,"LA","Lafayette","2"
3114,"AR","Little Rock","37"
3114,"KS","Manhattan","1"
3114,"TN","Memphis","1"
3114,"AL","Mobile","2"
3114,"LA","Monroe","1"
3114,"CA","Moraga","2"
3114,"TN","Murfreesboro","2"
3114,"LA","New Orleans","4"
3114,"OK","Norman","3"
3114,"LA","Ruston","2"
3114,"TX","San Marcos","4"
3114,"WA","Seattle","1"
3114,"MO","Springfield","3"
3114,"MO","St. Louis","1"
3114,"MS","Starkville","2"
3114,"OK","Stillwater","2"
3114,"FL","Tallahassee","1"
3114,"AZ","Tempe","1"
3114,"AL","Troy","6"
3114,"OK","Tulsa","1"
3114,"KS","Wichita","1"
3115,"IA","Ames","4"
3115,"TX","Austin","2"
3115,"LA","Baton Rouge","13"
3115,"AL","Birmingham","3"
3115,"LA","Bossier City","1"
3115,"SD","Brookings","1"
3115,"IL","Champaign","2"
3115,"OH","Cincinnati","5"
3115,"TN","Clarksville","1"
3115,"AR","Conway","4"
3115,"SC","Conway","1"
3115,"OR","Corvallis","2"
3115,"TX","Dallas","1"
3115,"OH","Dayton","1"
3115,"TX","Garland","2"
3115,"LA","Grambling","10"
3115,"MS","Greenville","1"
3115,"MS","Greenwood","2"
3115,"TX","Houston","13"
3115,"AL","Huntsville","1"
3115,"IA","Iowa City","2"
3115,"MS","Itta Bena","3"
3115,"MS","Jackson","7"
3115,"TN","Johnson City","1"
3115,"AR","Jonesboro","3"
3115,"TN","Knoxville","1"
3115,"NV","Las Vegas","2"
3115,"KY","Lexington","2"
3115,"NE","Lincoln","4"
3115,"MS","Lorman","9"
3115,"TX","Lubbock","5"
3115,"KS","Manhattan","1"
3115,"TN","Memphis","2"
3115,"WI","Milwaukee","4"
3115,"MN","Minneapolis","1"
3115,"AL","Montgomery","10"
3115,"IN","Muncie","1"
3115,"LA","Natchitoches","1"
3115,"AL","Normal","8"
3115,"OK","Norman","1"
3115,"IN","Notre Dame","1"
3115,"NE","Omaha","1"
3115,"MS","Oxford","3"
3115,"AR","Pine Bluff","66"
3115,"TX","Prairie View","11"
3115,"WA","Pullman","1"
3115,"CA","San Diego","1"
3115,"PR","San Juan","1"
3115,"MS","Starkville","3"
3115,"OK","Stillwater","3"
3115,"NY","Syracuse","1"
3115,"OH","Toledo","1"
3115,"AZ","Tucson","2"
3115,"OK","Tulsa","1"
3115,"AL","Tuscaloosa","3"
3115,"KS","Wichita","5"
3116,"IA","Ames","1"
3116,"GA","Athens","8"
3116,"AL","Auburn","2"
3116,"LA","Baton Rouge","3"
3116,"CA","Berkeley","1"
3116,"SD","Brookings","1"
3116,"TX","College Station","5"
3116,"SC","Columbia","5"
3116,"AR","Conway","5"
3116,"TX","Dallas","1"
3116,"FL","Daytona Beach","1"
3116,"GA","Duluth","3"
3116,"TX","El Paso","1"
3116,"IL","Evanston","1"
3116,"AR","Fayetteville","58"
3116,"FL","Gainesville","6"
3116,"SC","Greenville","3"
3116,"PR","Guaynabo","2"
3116,"HI","Honolulu","1"
3116,"IN","Indianapolis","1"
3116,"FL","Jacksonville","1"
3116,"TN","Knoxville","4"
3116,"NV","Las Vegas","2"
3116,"KS","Lawrence","1"
3116,"KY","Lexington","7"
3116,"NE","Lincoln","1"
3116,"TN","Nashville","9"
3116,"OK","Norman","1"
3116,"AR","North Little Rock","1"
3116,"OK","Oklahoma City","1"
3116,"MS","Oxford","4"
3116,"NJ","Piscataway","1"
3116,"MO","Springfield","1"
3116,"MS","Starkville","4"
3116,"AZ","Tempe","1"
3116,"TX","Waco","1"
3117,"IA","Ames","1"
3117,"TX","Arlington","4"
3117,"GA","Atlanta","1"
3117,"IN","Bloomington","1"
3117,"FL","Boca Raton","3"
3117,"NC","Boone","4"
3117,"CO","Boulder","1"
3117,"KY","Bowling Green","1"
3117,"MX","Cancun","3"
3117,"MO","Cape Girardeau","1"
3117,"NC","Charlotte","1"
3117,"TN","Chattanooga","1"
3117,"IL","Chicago","2"
3117,"TN","Clarksville","1"
3117,"TX","College Station","2"
3117,"OH","Columbus","1"
3117,"AR","Conway","1"
3117,"SC","Conway","3"
3117,"TX","Corpus Christi","1"
3117,"TX","Dallas","1"
3117,"TX","Denton","2"
3117,"CO","Denver","3"
3117,"FL","Gainesville","1"
3117,"AR","Hot Springs","3"
3117,"AR","Jonesboro","45"
3117,"LA","Lafayette","5"
3117,"NV","Las Vegas","2"
3117,"KS","Lawrence","1"
3117,"NE","Lincoln","1"
3117,"AR","Little Rock","11"
3117,"CA","Los Angeles","1"
3117,"TN","Martin","3"
3117,"TN","Memphis","1"
3117,"FL","Miami","1"
3117,"AL","Mobile","5"
3117,"LA","Monroe","4"
3117,"TN","Murfreesboro","2"
3117,"KY","Murray","1"
3117,"TN","Nashville","2"
3117,"LA","New Orleans","6"
3117,"NE","Omaha","1"
3117,"MS","Oxford","1"
3117,"PA","Pittsburgh","1"
3117,"LA","Ruston","2"
3117,"TX","San Marcos","3"
3117,"NJ","South Orange","2"
3117,"MO","Springfield","2"
3117,"MO","St. Louis","1"
3117,"MS","Starkville","1"
3117,"GA","Statesboro","1"
3117,"OK","Stillwater","2"
3117,"FL","Tampa","1"
3117,"AZ","Tempe","2"
3117,"OH","Toledo","1"
3117,"AL","Troy","5"
3117,"OK","Tulsa","3"
3117,"TX","Waco","1"
3117,"KS","Wichita","2"
3119,"NY","Albany","2"
3119,"MD","Annapolis","6"
3119,"GA","Atlanta","1"
3119,"MD","Baltimore","5"
3119,"PA","Bethlehem","7"
3119,"MA","Boston","3"
3119,"NY","Bronx","1"
3119,"NY","Brooklyn Heights","2"
3119,"MD","College Park","1"
3119,"OH","Columbus","1"
3119,"NC","Durham","1"
3119,"PA","Easton","4"
3119,"TX","Fort Worth","1"
3119,"NJ","Hackensack","3"
3119,"CT","Hamden","2"
3119,"NY","Hamilton","5"
3119,"NV","Las Vegas","1"
3119,"NJ","Lawrenceville","1"
3119,"PA","Lewisburg","9"
3119,"WI","Milwaukee","1"
3119,"MN","Minneapolis","1"
3119,"CT","New Haven","2"
3119,"NY","New York","3"
3119,"PA","Philadelphia","2"
3119,"RI","Providence","1"
3119,"NY","Riverdale","1"
3119,"RI","Smithfield","1"
3119,"NJ","South Orange","1"
3119,"NY","Staten Island","1"
3119,"NY","Syracuse","1"
3119,"AZ","Tempe","2"
3119,"AL","Troy","1"
3119,"PA","University Park","1"
3119,"NY","Vestal","2"
3119,"DC","Washington","8"
3119,"NY","West Point","48"
3119,"MA","Worcester","4"
3120,"GA","Athens","4"
3120,"AL","Auburn","59"
3120,"TX","Austin","1"
3120,"LA","Baton Rouge","4"
3120,"AL","Birmingham","1"
3120,"VA","Blacksburg","1"
3120,"CO","Boulder","1"
3120,"VA","Charlottesville","1"
3120,"TN","Chattanooga","1"
3120,"TX","College Station","5"
3120,"SC","Columbia","7"
3120,"AR","Conway","4"
3120,"GA","Duluth","3"
3120,"NC","Durham","1"
3120,"FL","Estero","2"
3120,"AR","Fayetteville","2"
3120,"FL","Fort Myers","1"
3120,"TX","Fort Worth","1"
3120,"BA","Freeport","1"
3120,"FL","Gainesville","4"
3120,"SC","Greenville","3"
3120,"NY","Hempstead","1"
3120,"IN","Indianapolis","1"
3120,"FL","Jacksonville","1"
3120,"TN","Knoxville","7"
3120,"NV","Las Vegas","1"
3120,"KY","Lexington","7"
3120,"AR","Little Rock","1"
3120,"KS","Manhattan","1"
3120,"FL","Miami","2"
3120,"WI","Milwaukee","1"
3120,"MN","Minneapolis","1"
3120,"TN","Nashville","9"
3120,"LA","New Orleans","1"
3120,"MS","Oxford","3"
3120,"PA","Philadelphia","3"
3120,"NY","Queens","1"
3120,"NC","Raleigh","1"
3120,"SC","Rock Hill","1"
3120,"CA","San Diego","1"
3120,"GA","Savannah","1"
3120,"CA","Stanford","1"
3120,"MS","Starkville","4"
3120,"FL","Tallahassee","1"
3120,"FL","Tampa","1"
3120,"AL","Tuscaloosa","5"
3120,"TX","Waco","1"
3122,"TX","Beaumont","1"
3122,"AL","Birmingham","2"
3122,"KY","Bowling Green","2"
3122,"OH","Bowling Green","1"
3122,"MO","Cape Girardeau","5"
3122,"IL","Carbondale","1"
3122,"IL","Champaign","2"
3122,"IL","Charleston","5"
3122,"TN","Chattanooga","2"
3122,"OH","Cincinnati","3"
3122,"TN","Clarksville","66"
3122,"AR","Conway","1"
3122,"TN","Cookeville","5"
3122,"OH","Dayton","1"
3122,"IL","Edwardsville","7"
3122,"IN","Evansville","6"
3122,"MS","Hattiesburg","2"
3122,"IN","Indianapolis","1"
3122,"AL","Jacksonville","3"
3122,"TN","Johnson City","1"
3122,"AR","Jonesboro","2"
3122,"GA","Kennesaw","1"
3122,"TN","Knoxville","1"
3122,"KY","Lexington","1"
3122,"AR","Little Rock","1"
3122,"KY","Louisville","2"
3122,"IL","Macomb","1"
3122,"TN","Martin","11"
3122,"TN","Memphis","1"
3122,"MT","Missoula","1"
3122,"KY","Morehead","3"
3122,"IN","Muncie","3"
3122,"TN","Murfreesboro","3"
3122,"KY","Murray","7"
3122,"TN","Nashville","19"
3122,"IL","Normal","1"
3122,"FL","Orlando","2"
3122,"MS","Oxford","2"
3122,"OH","Oxford","1"
3122,"PA","Pittsburgh","2"
3122,"KY","Richmond","4"
3122,"TX","San Antonio","2"
3122,"CA","San Luis Obispo","2"
3122,"AL","Troy","1"
3122,"IN","West Lafayette","1"
3122,"KS","Wichita","2"
3123,"OH","Akron","4"
3123,"MI","Ann Arbor","1"
3123,"OH","Athens","6"
3123,"CO","Boulder","1"
3123,"KY","Bowling Green","2"
3123,"OH","Bowling Green","2"
3123,"NY","Buffalo","4"
3123,"NC","Charlotte","1"
3123,"OH","Cincinnati","1"
3123,"TN","Clarksville","1"
3123,"OH","Cleveland","8"
3123,"AR","Conway","1"
3123,"OH","Dayton","1"
3123,"IL","DeKalb","3"
3123,"FL","DeLand","1"
3123,"MI","Detroit","1"
3123,"IL","Edwardsville","1"
3123,"FL","Estero","3"
3123,"IN","Evansville","2"
3123,"ND","Fargo","1"
3123,"WI","Green Bay","1"
3123,"WV","Huntington","1"
3123,"IN","Indianapolis","5"
3123,"MI","Kalamazoo","4"
3123,"OH","Kent","4"
3123,"WY","Laramie","1"
3123,"NV","Las Vegas","1"
3123,"KY","Louisville","1"
3123,"MI","Mt. Pleasant","10"
3123,"IN","Muncie","58"
3123,"KY","Murray","1"
3123,"BA","Nassau","1"
3123,"IL","Normal","2"
3123,"OH","Oxford","3"
3123,"PA","Pittsburgh","1"
3123,"MX","Playa del Carmen","2"
3123,"GA","Savannah","2"
3123,"MO","Springfield","1"
3123,"MO","St. Louis","1"
3123,"OH","Toledo","8"
3123,"IN","Valparaiso","1"
3123,"IN","West Lafayette","2"
3123,"MI","Ypsilanti","5"
3124,"IA","Ames","3"
3124,"TX","Arlington","1"
3124,"TX","Austin","1"
3124,"AR","Conway","1"
3124,"TX","Dallas","2"
3124,"CT","Hartford","1"
3124,"HI","Honolulu","1"
