"teamid","state","sum"
3167,"TX",3677
3167,"WA",886
3167,"SD",352
3167,"NE",428
3167,"NV",887
3167,"VA",2153
3167,"UT",890
3167,"OH",2143
3167,"CO",820
3167,"NM",366
3167,"AZ",600
3167,"FL",2438
3167,"IL",2092
3167,"MO",692
3167,"MT",310
3167,"OR",670
3168,"NM",366
3168,"UT",890
3168,"WA",886
3168,"WY",142
3168,"OR",670
3168,"OK",710
3168,"CO",820
3168,"AZ",600
3168,"NY",3492
3168,"NV",887
3168,"HI",272
3168,"ND",263
3168,"IA",697
3168,"OH",2143
3168,"ID",431
3168,"SD",352
3168,"CA",3936
3168,"MT",310
3168,"TX",3677
3169,"OR",670
3169,"HI",272
3169,"CA",3936
3169,"UT",890
3169,"LA",1730
3169,"MT",310
3169,"ID",431
3169,"PA",2219
3169,"IN",1694
3169,"IA",697
3169,"AZ",600
3169,"WA",886
3169,"OK",710
3169,"SD",352
3169,"NM",366
3169,"TX",3677
3170,"NM",366
3170,"HI",272
3170,"UT",890
3170,"MT",310
3170,"CA",3936
3170,"IL",2092
3170,"NV",887
3170,"AZ",600
3170,"KY",1069
3170,"OK",710
3170,"WV",335
3170,"WA",886
3170,"OR",670
3170,"ID",431
3170,"CO",820
3170,"ND",263
3170,"PR",75
3171,"KS",555
3171,"VA",2153
3171,"MI",1067
3171,"DC",580
3171,"NJ",1257
3171,"MD",1401
3171,"VT",159
3171,"NH",289
3171,"NV",887
3171,"IL",2092
3171,"CA",3936
3171,"NY",3492
3171,"TX",3677
3171,"OH",2143
3171,"RI",622
3171,"ME",168
3171,"FL",2438
3171,"IA",697
3171,"PA",2219
3171,"CT",1268
3171,"KY",1069
3171,"MA",1030
3172,"PA",2219
3172,"NJ",1257
3172,"NY",3492
3172,"MI",1067
3172,"FL",2438
3172,"RI",622
3172,"GA",1146
3172,"OH",2143
3172,"TN",1944
3172,"AL",1336
3172,"SC",1673
3172,"DC",580
3172,"MO",692
3172,"VA",2153
3172,"MX",165
3172,"NE",428
3172,"AR",928
3172,"KY",1069
3172,"MA",1030
3172,"NC",2999
3173,"DC",580
3173,"LA",1730
3173,"NY",3492
3173,"PA",2219
3173,"IN",1694
3173,"NV",887
3173,"CT",1268
3173,"TN",1944
3173,"IA",697
3173,"MI",1067
3173,"KY",1069
3173,"NH",289
3173,"WA",886
3173,"TX",3677
3173,"OH",2143
3173,"CA",3936
3173,"MO",692
3173,"MA",1030
3173,"VA",2153
3173,"WI",664
3173,"SC",1673
3173,"NC",2999
3173,"FL",2438
3173,"BA",109
3173,"MD",1401
3174,"SC",1673
3174,"NJ",1257
3174,"NY",3492
3174,"CA",3936
3174,"CO",820
3174,"AR",928
3174,"VA",2153
3174,"NC",2999
3174,"CT",1268
3174,"FL",2438
3174,"PA",2219
3174,"MD",1401
3174,"OH",2143
3174,"IA",697
3174,"DE",285
3174,"TX",3677
3174,"MA",1030
3174,"DC",580
3175,"WV",335
3175,"TN",1944
3175,"DE",285
3175,"NC",2999
3175,"TX",3677
3175,"CA",3936
3175,"NY",3492
3175,"OH",2143
3175,"KS",555
3175,"NV",887
3175,"SD",352
3175,"PA",2219
3175,"KY",1069
3175,"DC",580
3175,"IL",2092
3175,"NJ",1257
3175,"GA",1146
3175,"MA",1030
3175,"MD",1401
3175,"MI",1067
3175,"IA",697
3175,"FL",2438
3175,"VA",2153
3175,"SC",1673
3176,"BA",109
3176,"HI",272
3176,"PR",75
3176,"MO",692
3176,"NE",428
3176,"CO",820
3176,"MN",197
3176,"WI",664
3176,"FL",2438
3176,"ID",431
3176,"ND",263
3176,"WA",886
3176,"AR",928
3176,"IN",1694
3176,"AZ",600
3176,"MT",310
3176,"NM",366
3176,"TN",1944
3176,"OK",710
3176,"SD",352
3176,"AL",1336
3176,"DC",580
3176,"IL",2092
3176,"OR",670
3176,"CA",3936
3176,"WY",142
3176,"LA",1730
3176,"UT",890
3176,"TX",3677
3176,"NV",887
3177,"NJ",1257
3177,"HI",272
3177,"CA",3936
3177,"SD",352
3177,"AZ",600
3177,"OH",2143
3177,"FL",2438
3177,"CT",1268
3177,"OR",670
3177,"WI",664
3177,"MS",846
3177,"KY",1069
3177,"NE",428
3177,"IA",697
3177,"MX",165
3177,"DC",580
3177,"IL",2092
3177,"NV",887
3177,"NY",3492
3177,"NC",2999
3177,"PA",2219
3177,"IN",1694
3177,"TX",3677
3177,"VI",118
3177,"WV",335
3177,"RI",622
3178,"NC",2999
3178,"MN",197
3178,"OH",2143
3178,"MD",1401
3178,"VA",2153
3178,"MI",1067
3178,"CA",3936
3178,"NY",3492
3178,"FL",2438
3178,"IN",1694
3178,"KY",1069
3178,"GA",1146
3178,"WI",664
3178,"IL",2092
3178,"TX",3677
3178,"NV",887
3178,"LA",1730
3179,"IA",697
3179,"OR",670
3179,"LA",1730
3179,"SD",352
3179,"KS",555
3179,"ND",263
3179,"FL",2438
3179,"WY",142
3179,"CA",3936
3179,"MX",165
3179,"CO",820
3179,"IL",2092
3179,"NM",366
3179,"IN",1694
3179,"NE",428
3179,"OK",710
3179,"WI",664
3179,"MO",692
3179,"WA",886
3179,"TX",3677
3180,"TN",1944
3180,"NJ",1257
3180,"NC",2999
3180,"CT",1268
3180,"SC",1673
3180,"RI",622
3180,"MA",1030
3180,"CA",3936
3180,"MD",1401
3180,"DE",285
3180,"GA",1146
3180,"VA",2153
3180,"FL",2438
3180,"PA",2219
3180,"DC",580
3180,"OH",2143
3180,"NY",3492
3180,"IL",2092
3181,"PA",2219
3181,"VA",2153
3181,"CT",1268
3181,"KY",1069
3181,"OR",670
3181,"SC",1673
3181,"CA",3936
3181,"GA",1146
3181,"IL",2092
3181,"MA",1030
