"teamid","state","sum"
3112,"OH","2143"
3112,"CO","820"
3112,"GA","1146"
3112,"PR","75"
3112,"KS","555"
3112,"NC","2999"
3112,"UT","890"
3112,"WA","886"
3112,"NM","366"
3112,"AR","928"
3112,"MT","310"
3112,"IL","2092"
3112,"BA","109"
3112,"FL","2438"
3113,"NV","887"
3113,"NM","366"
3113,"CT","1268"
3113,"KY","1069"
3113,"IL","2092"
3113,"MA","1030"
3113,"UT","890"
3113,"OH","2143"
3113,"WA","886"
3113,"WI","664"
3113,"TX","3677"
3113,"CO","820"
3113,"NY","3492"
3113,"SC","1673"
3113,"AR","928"
3113,"MX","165"
3113,"PR","75"
3113,"CA","3936"
3113,"TN","1944"
3113,"OR","670"
3113,"HI","272"
3113,"SD","352"
3113,"RI","622"
3113,"BA","109"
3113,"AZ","600"
3113,"FL","2438"
3114,"NC","2999"
3114,"AZ","600"
3114,"AL","1336"
3114,"SC","1673"
3114,"KY","1069"
3114,"TN","1944"
3114,"MO","692"
3114,"CO","820"
3114,"OK","710"
3114,"MS","846"
3114,"GA","1146"
3114,"IL","2092"
3114,"FL","2438"
3114,"TX","3677"
3114,"AR","928"
3114,"WA","886"
3114,"LA","1730"
3115,"LA","1730"
3115,"MS","846"
3115,"PR","75"
3115,"TX","3677"
3115,"AL","1336"
3115,"AR","928"
3116,"LA","1730"
3116,"BA","109"
3116,"TN","1944"
3116,"OK","710"
3116,"NM","366"
3116,"SC","1673"
3116,"MX","165"
3116,"NV","887"
3116,"MS","846"
3116,"AL","1336"
3116,"FL","2438"
3116,"KS","555"
3116,"AR","928"
3116,"UT","890"
3116,"MO","692"
3116,"HI","272"
3116,"TX","3677"
3116,"IL","2092"
3117,"NV","887"
3117,"GA","1146"
3117,"TN","1944"
3117,"AZ","600"
3117,"LA","1730"
3117,"AL","1336"
3117,"KY","1069"
3117,"NC","2999"
3117,"AR","928"
3117,"CA","3936"
3117,"KS","555"
3117,"FL","2438"
3117,"MO","692"
3117,"TX","3677"
3117,"SC","1673"
3117,"OH","2143"
3119,"NY","3492"
3119,"PA","2219"
3119,"CT","1268"
3119,"UT","890"
3119,"MD","1401"
3119,"DE","285"
3119,"MA","1030"
3119,"CO","820"
3119,"NH","289"
3119,"NJ","1257"
3119,"DC","580"
3119,"CA","3936"
3120,"NY","3492"
3120,"CO","820"
3120,"NC","2999"
3120,"TN","1944"
3120,"BA","109"
3120,"SC","1673"
3120,"NV","887"
3120,"AL","1336"
3120,"MO","692"
3120,"TX","3677"
3120,"LA","1730"
3120,"NM","366"
3120,"PA","2219"
3120,"GA","1146"
3120,"MN","197"
3120,"DC","580"
3120,"PR","75"
3120,"IL","2092"
3120,"CA","3936"
3120,"MD","1401"
3120,"FL","2438"
3120,"MS","846"
3120,"AR","928"
3120,"IN","1694"
3122,"MO","692"
3122,"AL","1336"
3122,"MS","846"
3122,"TN","1944"
3122,"IL","2092"
3122,"MT","310"
3122,"TX","3677"
3122,"KY","1069"
3122,"AR","928"
3122,"FL","2438"
3123,"NM","366"
3123,"GA","1146"
3123,"IN","1694"
3123,"BA","109"
3123,"IL","2092"
3123,"MI","1067"
3123,"PA","2219"
3123,"ND","263"
3123,"TN","1944"
3123,"FL","2438"
3123,"NY","3492"
3123,"OH","2143"
3123,"NV","887"
3123,"CO","820"
3123,"KY","1069"
3124,"CO","820"
3124,"SC","1673"
3124,"MS","846"
3124,"IN","1694"
3124,"BA","109"
3124,"NV","887"
3124,"MN","197"
3124,"IA","697"
3124,"CT","1268"
3124,"NC","2999"
3124,"LA","1730"
3124,"NY","3492"
3124,"MO","692"
3124,"OK","710"
3124,"AR","928"
3124,"OH","2143"
3124,"FL","2438"
3124,"HI","272"
3124,"TN","1944"
3124,"WV","335"
3124,"KS","555"
3124,"AZ","600"
3124,"NE","428"
3124,"CA","3936"
3124,"VI","118"
3124,"TX","3677"
3125,"TN","1944"
3125,"SC","1673"
3125,"CO","820"
3125,"OK","710"
3125,"IN","1694"
3125,"AZ","600"
3125,"FL","2438"
3125,"AL","1336"
3125,"GA","1146"
3125,"KY","1069"
3125,"AR","928"
3125,"NV","887"
3125,"CA","3936"
3125,"NC","2999"
3125,"MO","692"
3125,"IL","2092"
3125,"OH","2143"
3125,"TX","3677"
3126,"GA","1146"
3126,"DC","580"
3126,"LA","1730"
3126,"DE","285"
3126,"NC","2999"
3126,"VA","2153"
3126,"FL","2438"
3126,"MD","1401"
3126,"SC","1673"
3127,"NY","3492"
3127,"VT","159"
3127,"OH","2143"
3127,"ME","168"
3127,"PA","2219"
3127,"AK","17"
3127,"MD","1401"
3127,"MA","1030"
3127,"UT","890"
3127,"CT","1268"
3127,"RI","622"
3127,"MN","197"
3127,"NH","289"
3127,"DE","285"
3127,"NJ","1257"
3127,"FL","2438"
3127,"NM","366"
3129,"AL","1336"
3129,"WY","142"
3129,"CA","3936"
3129,"OR","670"
3129,"NM","366"
3129,"PR","75"
3129,"UT","890"
3129,"ID","431"
3129,"WA","886"
3129,"AK","17"
3129,"NV","887"
3129,"CO","820"
3130,"NY","3492"
3130,"PA","2219"
3130,"BA","109"
3130,"TX","3677"
3130,"IA","697"
3130,"GA","1146"
3130,"RI","622"
3130,"MX","165"
3130,"NC","2999"
3130,"FL","2438"
3130,"CT","1268"
3130,"ME","168"
3130,"MD","1401"
3130,"MA","1030"
3130,"WA","886"
3130,"IN","1694"
3130,"VT","159"
3130,"VA","2153"
3130,"CA","3936"
3130,"SC","1673"
3130,"CO","820"
3130,"PR","75"
3131,"ME","168"
3131,"NM","366"
3131,"DE","285"
3131,"CT","1268"
3131,"RI","622"
3131,"VT","159"
3131,"NY","3492"
3131,"MA","1030"
3131,"NH","289"
3131,"MI","1067"
3131,"MD","1401"
3131,"PA","2219"
3132,"FL","2438"
3132,"KY","1069"
3132,"NY","3492"
3132,"WA","886"
3132,"OH","2143"
3132,"BC","21"
3132,"PA","2219"
3132,"MI","1067"
3132,"WY","142"
3132,"NV","887"
3132,"WI","664"
3132,"MA","1030"
3132,"TN","1944"
3132,"CO","820"
3132,"NC","2999"
3132,"WV","335"
3132,"IL","2092"
3132,"IN","1694"
3132,"CA","3936"
3133,"NE","428"
3133,"IL","2092"
3133,"MO","692"
3133,"OH","2143"
3133,"IN","1694"
3133,"AZ","600"
3133,"WI","664"
3133,"SC","1673"
3133,"NV","887"
3133,"FL","2438"
3133,"KS","555"
3133,"IA","697"
3133,"CO","820"
3133,"MI","1067"
3133,"MX","165"
3135,"CA","3936"
3135,"MD","1401"
3135,"ME","168"
3135,"IA","697"
3135,"CT","1268"
3135,"IL","2092"
3135,"PA","2219"
3135,"DC","580"
3135,"VT","159"
3135,"NH","289"
3135,"FL","2438"
3135,"OH","2143"
3135,"MA","1030"
3135,"NY","3492"
3135,"NJ","1257"
3135,"RI","622"
3136,"PA","2219"
3136,"VT","159"
3136,"MA","1030"
3136,"NJ","1257"
3136,"MD","1401"
3136,"ME","168"
3136,"CO","820"
3136,"RI","622"
3136,"CT","1268"
3136,"NY","3492"
3136,"NH","289"
3137,"NY","3492"
3137,"DC","580"
3137,"RI","622"
3137,"PR","75"
3137,"UT","890"
3137,"OH","2143"
3137,"PA","2219"
3137,"MD","1401"
3137,"VA","2153"
3137,"MA","1030"
3137,"NJ","1257"
3138,"MX","165"
3138,"MA","1030"
3138,"MI","1067"
3138,"NH","289"
3138,"RI","622"
3138,"IA","697"
3138,"NV","887"
3138,"IL","2092"
3138,"IN","1694"
3138,"OH","2143"
3138,"NY","3492"
3138,"AZ","600"
3138,"FL","2438"
3138,"CT","1268"
3138,"PA","2219"
3138,"MD","1401"
3139,"RI","622"
3139,"IN","1694"
3139,"MI","1067"
3139,"KY","1069"
3139,"MO","692"
3139,"WI","664"
3139,"SC","1673"
3139,"DC","580"
3139,"FL","2438"
3139,"NY","3492"
3139,"MA","1030"
3139,"OH","2143"
3139,"IL","2092"
3139,"PA","2219"
3139,"NJ","1257"
3139,"NV","887"
3139,"NE","428"
3139,"IA","697"
3140,"OK","710"
3140,"WY","142"
3140,"CO","820"
3140,"WA","886"
3140,"NH","289"
3140,"CA","3936"
3140,"UT","890"
3140,"MT","310"
3140,"HI","272"
3140,"NE","428"
3140,"NV","887"
3140,"OR","670"
3140,"AZ","600"
3140,"NM","366"
3141,"SD","352"
3141,"NV","887"
3141,"TN","1944"
3141,"LA","1730"
3141,"NY","3492"
3141,"IA","697"
3141,"CT","1268"
3141,"FL","2438"
3141,"MI","1067"
3141,"MA","1030"
3141,"OH","2143"
3141,"PA","2219"
3141,"MS","846"
3141,"VA","2153"
3141,"KS","555"
3141,"AZ","600"
3141,"BA","109"
3141,"VI","118"
3141,"SC","1673"
3141,"IL","2092"
3141,"IN","1694"
3141,"CA","3936"
3142,"TX","3677"
3142,"HI","272"
3142,"AZ","600"
3142,"CA","3936"
3142,"OR","670"
3142,"ND","263"
3142,"NV","887"
3142,"WA","886"
3143,"IN","1694"
3143,"HI","272"
3143,"KY","1069"
3143,"TN","1944"
3143,"VA","2153"
3143,"NV","887"
3143,"UT","890"
3143,"OR","670"
3143,"IL","2092"
3143,"CA","3936"
3143,"OH","2143"
3143,"DC","580"
3143,"AZ","600"
3143,"RI","622"
3143,"NE","428"
3143,"TX","3677"
3143,"CO","820"
3143,"PA","2219"
3143,"WA","886"
3144,"PR","75"
3144,"GA","1146"
3144,"NC","2999"
3144,"MD","1401"
3144,"TN","1944"
3144,"FL","2438"
3144,"SC","1673"
3144,"VA","2153"
3145,"NJ","1257"
3145,"PA","2219"
3145,"MA","1030"
3145,"NY","3492"
3145,"MI","1067"
3145,"CT","1268"
3145,"TX","3677"
3145,"MD","1401"
3145,"OH","2143"
3146,"AL","1336"
3146,"GA","1146"
3146,"KY","1069"
3146,"MS","846"
3146,"IL","2092"
3146,"MO","692"
3146,"AR","928"
3146,"LA","1730"
3146,"BA","109"
3146,"FL","2438"
3146,"TX","3677"
3147,"LA","1730"
3148,"RI","622"
3148,"MD","1401"
3148,"ME","168"
3148,"FL","2438"
3148,"CT","1268"
3148,"NY","3492"
3148,"VT","159"
3148,"PA","2219"
3148,"MA","1030"
3148,"NH","289"
3148,"NJ","1257"
3149,"NC","2999"
3149,"SC","1673"
3149,"TN","1944"
3149,"GA","1146"
3149,"VA","2153"
3149,"FL","2438"
3150,"RI","622"
3150,"MD","1401"
3150,"NV","887"
3150,"DC","580"
3150,"NC","2999"
3150,"PA","2219"
3150,"SC","1673"
3150,"NY","3492"
3150,"WV","335"
3150,"LA","1730"
3150,"VA","2153"
3150,"MO","692"
3150,"AR","928"
3150,"GA","1146"
3150,"OH","2143"
3150,"FL","2438"
3150,"AL","1336"
3150,"PR","75"
3150,"MA","1030"
3150,"MS","846"
3150,"TX","3677"
3151,"HI","272"
3151,"FL","2438"
3151,"IN","1694"
3151,"AL","1336"
3151,"NY","3492"
3151,"NC","2999"
3151,"NJ","1257"
3151,"VA","2153"
3151,"GA","1146"
3151,"MA","1030"
3151,"TX","3677"
3151,"SC","1673"
3151,"TN","1944"
3151,"CA","3936"
3151,"KY","1069"
3152,"IN","1694"
3152,"TX","3677"
3152,"UT","890"
3152,"ND","263"
3152,"CA","3936"
3152,"CO","820"
3152,"NJ","1257"
3152,"AR","928"
3152,"MD","1401"
3152,"WA","886"
3152,"MI","1067"
3152,"MS","846"
3152,"IL","2092"
3153,"NY","3492"
3153,"NJ","1257"
3153,"OK","710"
3153,"KS","555"
3153,"NV","887"
3153,"TN","1944"
3153,"IN","1694"
3153,"NC","2999"
3153,"AK","17"
3153,"VA","2153"
3153,"MO","692"
3153,"MX","165"
3153,"FL","2438"
3153,"HI","272"
3153,"LA","1730"
3153,"CA","3936"
3153,"PA","2219"
3153,"RI","622"
3153,"KY","1069"
3153,"TX","3677"
3153,"OH","2143"
3153,"CT","1268"
3153,"WI","664"
3155,"PA","2219"
3155,"NV","887"
3155,"FL","2438"
3155,"TN","1944"
3155,"NJ","1257"
3155,"SC","1673"
3155,"GA","1146"
3155,"VA","2153"
3155,"AL","1336"
3155,"NE","428"
3155,"CT","1268"
3155,"LA","1730"
3155,"IL","2092"
3155,"IN","1694"
3155,"MS","846"
3155,"MA","1030"
3155,"OK","710"
3155,"OH","2143"
3155,"NC","2999"
3156,"NC","2999"
3156,"WI","664"
3156,"MI","1067"
3156,"KY","1069"
3156,"DE","285"
3156,"IL","2092"
3156,"NY","3492"
3156,"FL","2438"
3156,"TN","1944"
3156,"NV","887"
3156,"OH","2143"
3156,"IN","1694"
3156,"MD","1401"
3156,"MS","846"
3156,"NE","428"
3156,"NH","289"
3156,"MX","165"
3157,"SC","1673"
3157,"NC","2999"
3157,"LA","1730"
3157,"AL","1336"
3157,"TX","3677"
3157,"IN","1694"
3157,"AK","17"
3157,"GA","1146"
3157,"AR","928"
3157,"VA","2153"
3158,"NC","2999"
3158,"UT","890"
3158,"IL","2092"
3158,"GA","1146"
3158,"PA","2219"
3158,"MD","1401"
3158,"VA","2153"
3158,"SC","1673"
3158,"NY","3492"
3158,"MA","1030"
3158,"FL","2438"
3158,"TN","1944"
3159,"MD","1401"
3159,"PA","2219"
3159,"MA","1030"
3159,"NY","3492"
3159,"NJ","1257"
3159,"RI","622"
3160,"AR","928"
3160,"NE","428"
3160,"CA","3936"
3160,"AZ","600"
3160,"LA","1730"
3160,"TX","3677"
3160,"UT","890"
3160,"NV","887"
3160,"KS","555"
3160,"NM","366"
3160,"MS","846"
3160,"CO","820"
3160,"MN","197"
3160,"MO","692"
3160,"WY","142"
3160,"AL","1336"
3160,"ND","263"
3160,"WA","886"
3160,"OR","670"
3160,"IL","2092"
3160,"OH","2143"
3161,"CA","3936"
3161,"IL","2092"
3161,"NC","2999"
3161,"ID","431"
3161,"IA","697"
3161,"WY","142"
3161,"ND","263"
3161,"NM","366"
3161,"MT","310"
3161,"NV","887"
3161,"MD","1401"
3161,"HI","272"
3161,"UT","890"
3161,"CO","820"
3162,"VA","2153"
3162,"TN","1944"
3162,"MD","1401"
3162,"PA","2219"
3162,"NH","289"
3162,"RI","622"
3162,"NJ","1257"
3162,"NY","3492"
3162,"MA","1030"
3162,"CA","3936"
3162,"GA","1146"
3162,"VT","159"
3162,"CT","1268"
3163,"NV","887"
3163,"MO","692"
3163,"WV","335"
3163,"MD","1401"
3163,"IN","1694"
3163,"MA","1030"
3163,"IL","2092"
3163,"NE","428"
3163,"PA","2219"
3163,"TX","3677"
3163,"OH","2143"
3163,"WI","664"
3163,"VA","2153"
3163,"FL","2438"
3163,"RI","622"
3163,"TN","1944"
3163,"CT","1268"
3163,"NC","2999"
3163,"OR","670"
3163,"OK","710"
3163,"LA","1730"
3163,"SC","1673"
3163,"DC","580"
3163,"NY","3492"
3163,"NJ","1257"
3163,"ON","3"
3163,"GA","1146"
3163,"VI","118"
3163,"KS","555"
3163,"CA","3936"
3163,"KY","1069"
3164,"VA","2153"
3164,"FL","2438"
3164,"NC","2999"
3164,"NY","3492"
3164,"MD","1401"
3164,"SC","1673"
3164,"DE","285"
3164,"GA","1146"
3164,"DC","580"
3165,"OH","2143"
3165,"RI","622"
3165,"PA","2219"
3165,"MD","1401"
3165,"IL","2092"
3165,"DE","285"
3165,"MA","1030"
3165,"VT","159"
3165,"DC","580"
3165,"CT","1268"
3165,"NJ","1257"
3165,"NH","289"
3165,"WA","886"
3165,"CA","3936"
3165,"NY","3492"
3166,"KS","555"
3166,"RI","622"
3166,"TX","3677"
3166,"NC","2999"
3166,"SD","352"
3166,"IN","1694"
3166,"ND","263"
3166,"OH","2143"
3166,"NE","428"
3166,"BA","109"
3166,"DC","580"
3166,"NV","887"
3166,"FL","2438"
3166,"IA","697"
3166,"UT","890"
3166,"TN","1944"
3166,"WI","664"
3166,"CA","3936"
3166,"NY","3492"
3166,"MX","165"
3166,"WY","142"
3166,"IL","2092"
3166,"MO","692"
3166,"OR","670"
3166,"PA","2219"
3166,"NJ","1257"
3167,"LA","1730"
3167,"IL","2092"
3167,"CA","3936"
3167,"FL","2438"
3167,"HI","272"
3167,"ID","431"
3167,"WA","886"
3167,"NV","887"
3167,"NM","366"
3167,"MO","692"
3167,"OR","670"
3167,"TX","3677"
3167,"MT","310"
3167,"UT","890"
3167,"AZ","600"
3168,"CA","3936"
3168,"NM","366"
3168,"NJ","1257"
3168,"NV","887"
3168,"WA","886"
3168,"OR","670"
3168,"NY","3492"
3168,"UT","890"
3168,"CO","820"
3168,"AZ","600"
3169,"SC","1673"
3169,"HI","272"
3169,"CA","3936"
3169,"GA","1146"
3169,"OR","670"
3169,"UT","890"
3169,"WA","886"
3169,"NE","428"
3169,"AZ","600"
3170,"ID","431"
3170,"CA","3936"
3170,"UT","890"
3170,"CO","820"
3170,"WA","886"
3170,"NV","887"
3170,"ND","263"
3170,"OR","670"
3170,"MT","310"
3170,"NM","366"
3170,"AZ","600"
3171,"NY","3492"
3171,"RI","622"
3171,"VT","159"
3171,"NJ","1257"
3171,"PA","2219"
3171,"NH","289"
3171,"CA","3936"
3171,"MA","1030"
3171,"CT","1268"
3171,"CO","820"
3172,"PA","2219"
3172,"TX","3677"
3172,"MD","1401"
3172,"TN","1944"
3172,"NY","3492"
3172,"GA","1146"
3172,"KY","1069"
3172,"AL","1336"
3172,"NC","2999"
3172,"VA","2153"
3172,"MO","692"
3172,"MA","1030"
3172,"DC","580"
3172,"RI","622"
3172,"SC","1673"
3173,"CT","1268"
3173,"MI","1067"
3173,"MD","1401"
3173,"FL","2438"
3173,"VA","2153"
3173,"MA","1030"
3173,"PA","2219"
3173,"NC","2999"
3173,"NH","289"
3173,"TN","1944"
3173,"NV","887"
3173,"MN","197"
3173,"NY","3492"
3173,"NJ","1257"
3173,"IA","697"
3173,"OH","2143"
3173,"CA","3936"
3173,"DC","580"
3173,"AZ","600"
3173,"MO","692"
3173,"IL","2092"
3173,"WI","664"
3173,"KY","1069"
3173,"ME","168"
3173,"RI","622"
3173,"IN","1694"
3174,"LA","1730"
3174,"CO","820"
3174,"MD","1401"
3174,"CT","1268"
3174,"MA","1030"
3174,"CA","3936"
3174,"GA","1146"
3174,"DE","285"
3174,"DC","580"
3174,"NY","3492"
3174,"NC","2999"
3174,"NH","289"
3174,"VA","2153"
3174,"ME","168"
3174,"VT","159"
3174,"SC","1673"
3174,"AR","928"
3174,"FL","2438"
3174,"NJ","1257"
3174,"RI","622"
3174,"PA","2219"
3175,"SC","1673"
3175,"TX","3677"
3175,"DC","580"
3175,"MD","1401"
3175,"FL","2438"
3175,"VA","2153"
3175,"NY","3492"
3175,"DE","285"
3175,"NJ","1257"
3175,"NC","2999"
3175,"GA","1146"
3176,"SD","352"
3176,"UT","890"
3176,"AL","1336"
3176,"NE","428"
3176,"LA","1730"
3176,"CA","3936"
3176,"ND","263"
3176,"OK","710"
3176,"AR","928"
3176,"MO","692"
3176,"TX","3677"
3176,"NM","366"
3176,"NV","887"
3176,"CO","820"
3176,"OR","670"
3176,"MD","1401"
3176,"IL","2092"
3176,"MT","310"
3176,"IN","1694"
3176,"WI","664"
3176,"KY","1069"
3177,"OK","710"
3177,"NV","887"
3177,"MO","692"
3177,"VI","118"
3177,"NY","3492"
3177,"MX","165"
3177,"MS","846"
3177,"RI","622"
3177,"NC","2999"
3177,"KY","1069"
3177,"WI","664"
3177,"NJ","1257"
3177,"IL","2092"
3177,"IN","1694"
3177,"WV","335"
3177,"CT","1268"
3177,"DC","580"
3177,"HI","272"
3177,"OH","2143"
3177,"PA","2219"
3177,"NE","428"
3177,"TX","3677"
3177,"FL","2438"
3178,"IL","2092"
3178,"FL","2438"
3178,"DE","285"
3178,"WI","664"
3178,"NY","3492"
3178,"IN","1694"
3178,"MI","1067"
3178,"KY","1069"
3178,"OH","2143"
3178,"CA","3936"
3179,"NE","428"
3179,"BC","21"
3179,"FL","2438"
3179,"TX","3677"
3179,"NV","887"
3179,"WA","886"
3179,"SD","352"
3179,"AZ","600"
3179,"IN","1694"
3179,"CA","3936"
3179,"IA","697"
3179,"ID","431"
3179,"KS","555"
3179,"MO","692"
3179,"WI","664"
3179,"IL","2092"
3179,"LA","1730"
3179,"ND","263"
3179,"CO","820"
3180,"PA","2219"
3180,"NY","3492"
3180,"MD","1401"
3180,"SC","1673"
3180,"GA","1146"
3180,"DE","285"
3180,"FL","2438"
3180,"CA","3936"
3180,"CT","1268"
3180,"OH","2143"
3180,"NC","2999"
3180,"MA","1030"
3180,"VA","2153"
3180,"VT","159"
3180,"RI","622"
3181,"BA","109"
3181,"MX","165"
3181,"GA","1146"
3181,"CA","3936"
3181,"OK","710"
3181,"UT","890"
3181,"VA","2153"
3181,"FL","2438"
3181,"PA","2219"
3181,"TN","1944"
3181,"AL","1336"
3181,"NY","3492"
3181,"SC","1673"
3181,"NC","2999"
3181,"AZ","600"
3181,"MI","1067"
3181,"NV","887"
3181,"OH","2143"
3181,"TX","3677"
3181,"MA","1030"
3181,"ME","168"
3181,"NJ","1257"
3181,"MD","1401"
3181,"WI","664"
3181,"VI","118"
3181,"KY","1069"
3182,"ND","263"
3182,"SC","1673"
3182,"CT","1268"
3182,"CA","3936"
3182,"MA","1030"
3182,"MD","1401"
3182,"OH","2143"
3182,"DC","580"
3182,"NM","366"
3182,"NY","3492"
3182,"WV","335"
3182,"PA","2219"
3182,"MI","1067"
3182,"IN","1694"
3182,"NC","2999"
3182,"VA","2153"
3182,"RI","622"
3182,"MO","692"
3182,"KY","1069"
3182,"FL","2438"
3182,"NH","289"
3182,"IL","2092"
3182,"NJ","1257"
3183,"TN","1944"
3183,"CA","3936"
3183,"IL","2092"
3183,"IN","1694"
3183,"FL","2438"
3183,"KY","1069"
3183,"MO","692"
3183,"TX","3677"
3183,"AR","928"
3183,"AL","1336"
3183,"OH","2143"
3184,"WV","335"
3184,"VA","2153"
3184,"OH","2143"
3184,"IL","2092"
3184,"KY","1069"
3184,"TN","1944"
3184,"FL","2438"
3184,"MI","1067"
3184,"GA","1146"
3184,"AL","1336"
3184,"MO","692"
3184,"NC","2999"
3184,"IN","1694"
3185,"IL","2092"
3185,"NJ","1257"
3185,"MA","1030"
3185,"NM","366"
3185,"OH","2143"
3185,"TX","3677"
3185,"MI","1067"
3185,"MO","692"
3185,"WA","886"
3185,"HI","272"
3185,"IN","1694"
3185,"KY","1069"
3185,"VA","2153"
3185,"CO","820"
3185,"NY","3492"
3186,"MT","310"
3186,"IN","1694"
3186,"ND","263"
3186,"CO","820"
3186,"KS","555"
3186,"WA","886"
3186,"ID","431"
3186,"CA","3936"
3186,"FL","2438"
3186,"OR","670"
3186,"MI","1067"
3186,"AZ","600"
3186,"NV","887"
3186,"UT","890"
3187,"NY","3492"
3187,"NJ","1257"
3187,"GA","1146"
3187,"IA","697"
3187,"CT","1268"
3187,"AL","1336"
3187,"TX","3677"
3187,"OH","2143"
3187,"HI","272"
3187,"MD","1401"
3187,"DE","285"
3187,"WV","335"
3187,"TN","1944"
3187,"SC","1673"
3187,"OK","710"
3187,"DC","580"
3187,"VA","2153"
3187,"NC","2999"
3187,"BA","109"
3187,"LA","1730"
3187,"RI","622"
3187,"FL","2438"
3188,"OH","2143"
3188,"FL","2438"
3188,"CO","820"
3188,"BA","109"
3188,"MO","692"
3188,"IL","2092"
3188,"AL","1336"
3188,"IN","1694"
3188,"NE","428"
3188,"KY","1069"
3188,"TN","1944"
3188,"TX","3677"
3189,"GA","1146"
3189,"NV","887"
3189,"NC","2999"
3189,"MD","1401"
3189,"DE","285"
3189,"MI","1067"
3189,"PA","2219"
3189,"TN","1944"
3189,"SC","1673"
3189,"AL","1336"
3189,"VA","2153"
3189,"NY","3492"
3189,"MA","1030"
3189,"DC","580"
3189,"FL","2438"
3190,"AL","1336"
3190,"NC","2999"
3190,"VA","2153"
3190,"KY","1069"
3190,"TN","1944"
3190,"FL","2438"
3190,"PA","2219"
3190,"HI","272"
3190,"SC","1673"
3190,"IN","1694"
3190,"GA","1146"
3190,"LA","1730"
3191,"TN","1944"
3191,"MO","692"
3191,"ME","168"
3191,"KY","1069"
3191,"IL","2092"
3191,"IA","697"
3191,"CO","820"
3191,"OH","2143"
3191,"IN","1694"
3191,"KS","555"
3192,"NJ","1257"
3192,"DC","580"
3192,"VA","2153"
3192,"MD","1401"
3192,"NY","3492"
3192,"NV","887"
3192,"RI","622"
3192,"CT","1268"
3192,"PA","2219"
3193,"TX","3677"
3193,"MD","1401"
3193,"IN","1694"
3193,"RI","622"
3193,"VA","2153"
3193,"CT","1268"
3193,"MA","1030"
3193,"NV","887"
3193,"NY","3492"
3193,"PA","2219"
3193,"NJ","1257"
3194,"NC","2999"
3194,"MT","310"
3194,"GA","1146"
3194,"IL","2092"
3194,"AR","928"
3194,"KY","1069"
3194,"LA","1730"
3194,"WV","335"
3194,"IN","1694"
3194,"CO","820"
3194,"VA","2153"
3194,"FL","2438"
